ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
2028,2024-02-12,Peru,Cusco,Luis Rodriguez,Tablet,Electronica,2,375.17,750.34,Maritimo,Entregado
2029,2025-02-24,Chile,Concepcion,Lucia Martinez,Auriculares,Accesorios,3,77.79,233.37,Maritimo,Pendiente
2030,2024-03-09,Venezuela,Valencia,Lucia Sanchez,Monitor,Electronica,5,489.16,2445.8,Terrestre,Pendiente
2031,2024-11-26,Colombia,Bogota,Maria Sanchez,Escritorio,Muebles,1,974.32,974.32,Maritimo,Entregado
2032,2024-09-01,Argentina,Buenos Aires,Pedro Martinez,Impresora,Oficina,3,774.51,2323.53,Aereo,En transito
2033,2024-05-01,Ecuador,Cuenca,Laura Rodriguez,Teclado,Accesorios,1,1104.59,1104.59,Maritimo,Entregado
2034,2024-11-29,Peru,Lima,Laura Sanchez,Monitor,Electronica,1,712.25,712.25,Aereo,Pendiente
2035,2024-11-29,Argentina,Rosario,Laura Sanchez,Monitor,Electronica,4,1023.13,4092.52,Maritimo,Cancelado
2036,2025-01-20,Uruguay,Salto,Luis Martinez,Teclado,Accesorios,5,717.61,3588.05,Terrestre,Cancelado
2037,2025-01-21,Chile,Valparaiso,Luis Martinez,Escritorio,Muebles,4,73,292,Terrestre,Entregado
2038,2024-11-25,Paraguay,Encarnacion,Ana Lopez,Monitor,Electronica,5,186.67,933.35,Maritimo,Entregado
2039,2024-06-08,Colombia,Medellin,Pedro Perez,Celular,Electronica,1,295.93,295.93,Maritimo,En transito
2040,2024-05-31,Ecuador,Guayaquil,Luis Martinez,Silla ergonomica,Muebles,3,393.62,1180.86,Terrestre,En transito
2041,2025-02-11,Chile,Valparaiso,Juan Martinez,Auriculares,Accesorios,4,286.67,1146.68,Aereo,Entregado
2042,2024-09-12,Chile,Valparaiso,Laura Sanchez,Impresora,Oficina,3,1016.5,3049.5,Terrestre,Cancelado
2043,2024-06-05,Brasil,Rio de Janeiro,Lucia Sanchez,Camara,Electronica,3,492.42,1477.26,Terrestre,Pendiente
2044,2024-02-09,Brasil,Rio de Janeiro,Juan Garcia,Monitor,Electronica,2,792.37,1584.74,Terrestre,Entregado
2045,2024-10-11,Brasil,Rio de Janeiro,Laura Lopez,Laptop,Electronica,4,181.21,724.84,Aereo,Cancelado
2046,2025-02-27,Ecuador,Quito,Carlos Rodriguez,Camara,Electronica,1,739.83,739.83,Aereo,Cancelado
2047,2025-02-02,Uruguay,Salto,Juan Rodriguez,Camara,Electronica,3,1093.2,3279.6,Aereo,En transito
2048,2024-12-14,Peru,Arequipa,Lucia Perez,Tablet,Electronica,4,113.55,454.2,Maritimo,En transito
2049,2024-12-29,Ecuador,Quito,Juan Rodriguez,Tablet,Electronica,1,501.16,501.16,Terrestre,En transito
2050,2024-09-23,Ecuador,Quito,Ana Sanchez,Escritorio,Muebles,1,416.13,416.13,Maritimo,Cancelado
2051,2024-06-18,Ecuador,Guayaquil,Carlos Martinez,Laptop,Electronica,2,1079.19,2158.38,Aereo,Entregado
2052,2024-05-12,Argentina,Cordoba,Ana Martinez,Escritorio,Muebles,5,208.87,1044.35,Terrestre,Pendiente
2053,2024-01-28,Uruguay,Montevideo,Laura Garcia,Tablet,Electronica,3,447.89,1343.67,Maritimo,En transito
2054,2024-03-01,Paraguay,Asuncion,Carlos Lopez,Escritorio,Muebles,4,964.29,3857.16,Maritimo,Cancelado
2055,2024-12-10,Colombia,Cali,Lucia Martinez,Laptop,Electronica,4,403.9,1615.6,Aereo,Cancelado
2056,2025-02-14,Colombia,Medellin,Laura Rodriguez,Auriculares,Accesorios,5,699.1,3495.5,Maritimo,En transito
2057,2024-03-03,Peru,Lima,Juan Perez,Teclado,Accesorios,2,83.59,167.18,Maritimo,Cancelado
2058,2024-03-28,Brasil,Sao Paulo,Lucia Lopez,Auriculares,Accesorios,5,819.29,4096.45,Maritimo,En transito
2059,2024-01-07,Bolivia,Santa Cruz,Laura Rodriguez,Escritorio,Muebles,5,973.26,4866.3,Maritimo,En transito
2060,2024-02-24,Ecuador,Cuenca,Pedro Perez,Impresora,Oficina,5,707.21,3536.05,Terrestre,Cancelado
2061,2024-01-10,Paraguay,Encarnacion,Pedro Garcia,Monitor,Electronica,2,927.04,1854.08,Maritimo,En transito
2062,2024-05-27,Paraguay,Encarnacion,Maria Perez,Silla ergonomica,Muebles,1,815.15,815.15,Aereo,Entregado
2063,2024-01-23,Colombia,Medellin,Ana Perez,Escritorio,Muebles,1,689.31,689.31,Maritimo,En transito
2064,2025-01-24,Argentina,Buenos Aires,Maria Martinez,Silla ergonomica,Muebles,5,1195.9,5979.5,Aereo,Cancelado
2065,2024-12-26,Brasil,Rio de Janeiro,Lucia Lopez,Tablet,Electronica,2,771.12,1542.24,Terrestre,Entregado
2066,2024-03-11,Brasil,Sao Paulo,Luis Rodriguez,Monitor,Electronica,4,662.99,2651.96,Aereo,Cancelado
2067,2024-03-13,Paraguay,Ciudad del Este,Juan Rodriguez,Celular,Electronica,1,785.8,785.8,Maritimo,Cancelado
2068,2025-01-15,Argentina,Rosario,Lucia Rodriguez,Monitor,Electronica,5,22.61,113.05,Aereo,Cancelado
2069,2025-01-10,Ecuador,Guayaquil,Carlos Martinez,Impresora,Oficina,3,338.46,1015.38,Terrestre,Pendiente
2070,2024-07-13,Colombia,Medellin,Lucia Garcia,Laptop,Electronica,2,264.57,529.14,Aereo,Cancelado
2071,2024-10-28,Colombia,Medellin,Ana Garcia,Escritorio,Muebles,2,515.36,1030.72,Terrestre,En transito
2072,2024-04-27,Paraguay,Encarnacion,Laura Rodriguez,Teclado,Accesorios,3,453.57,1360.71,Maritimo,Pendiente
2073,2024-03-21,Uruguay,Montevideo,Lucia Garcia,Celular,Electronica,5,899.91,4499.55,Aereo,Cancelado
2074,2025-01-11,Brasil,Rio de Janeiro,Laura Martinez,Impresora,Oficina,2,499.04,998.08,Terrestre,Pendiente
2075,2024-06-18,Ecuador,Cuenca,Pedro Martinez,Camara,Electronica,2,904.82,1809.64,Aereo,Pendiente
2076,2024-11-09,Paraguay,Asuncion,Laura Sanchez,Auriculares,Accesorios,4,190.13,760.52,Aereo,Pendiente
2077,2025-03-12,Ecuador,Cuenca,Ana Perez,Silla ergonomica,Muebles,2,777.29,1554.58,Aereo,Pendiente
2078,2025-01-06,Venezuela,Maracaibo,Juan Rodriguez,Auriculares,Accesorios,5,590.13,2950.65,Aereo,Entregado
2079,2025-02-18,Colombia,Cali,Maria Perez,Monitor,Electronica,5,1150.94,5754.7,Terrestre,En transito
2080,2024-03-31,Chile,Valparaiso,Juan Perez,Tablet,Electronica,3,178.78,536.34,Maritimo,Pendiente
2081,2024-04-04,Paraguay,Asuncion,Laura Martinez,Silla ergonomica,Muebles,1,551.6,551.6,Aereo,Pendiente
2082,2024-04-09,Argentina,Buenos Aires,Carlos Lopez,Teclado,Accesorios,5,74.44,372.2,Terrestre,En transito
2083,2024-05-13,Ecuador,Guayaquil,Lucia Rodriguez,Laptop,Electronica,3,825.13,2475.39,Aereo,Cancelado
2084,2025-02-04,Colombia,Medellin,Ana Rodriguez,Celular,Electronica,4,390.79,1563.16,Terrestre,Cancelado
2085,2024-01-26,Argentina,Rosario,Carlos Rodriguez,Camara,Electronica,4,532.44,2129.76,Terrestre,En transito
2086,2025-02-23,Peru,Cusco,Maria Rodriguez,Escritorio,Muebles,1,549.55,549.55,Terrestre,Cancelado
2087,2024-11-23,Chile,Valparaiso,Juan Rodriguez,Monitor,Electronica,5,553.84,2769.2,Maritimo,En transito
2088,2025-02-02,Argentina,Cordoba,Maria Sanchez,Escritorio,Muebles,1,227.56,227.56,Terrestre,En transito
2089,2024-06-24,Peru,Lima,Ana Rodriguez,Camara,Electronica,2,51.9,103.8,Aereo,Pendiente
2090,2024-09-14,Peru,Lima,Juan Sanchez,Monitor,Electronica,1,134.98,134.98,Maritimo,Cancelado
2091,2024-10-27,Bolivia,La Paz,Lucia Sanchez,Impresora,Oficina,4,615.37,2461.48,Terrestre,En transito
2092,2024-12-03,Paraguay,Encarnacion,Ana Garcia,Teclado,Accesorios,1,949.48,949.48,Aereo,En transito
2093,2025-01-06,Colombia,Cali,Luis Rodriguez,Monitor,Electronica,4,833.62,3334.48,Terrestre,En transito
2094,2025-03-22,Bolivia,Santa Cruz,Ana Sanchez,Monitor,Electronica,1,406.37,406.37,Aereo,En transito
2095,2025-03-01,Ecuador,Guayaquil,Lucia Perez,Impresora,Oficina,4,391.09,1564.36,Aereo,En transito
2096,2024-01-25,Argentina,Buenos Aires,Juan Garcia,Escritorio,Muebles,3,522.1,1566.3,Maritimo,Entregado
2097,2024-10-16,Brasil,Brasilia,Laura Rodriguez,Monitor,Electronica,1,868.08,868.08,Aereo,En transito
2098,2024-05-23,Bolivia,La Paz,Carlos Lopez,Tablet,Electronica,1,141.98,141.98,Aereo,Cancelado
2099,2024-08-17,Paraguay,Asuncion,Lucia Martinez,Teclado,Accesorios,1,1189.14,1189.14,Maritimo,En transito
2100,2025-01-11,Bolivia,La Paz,Luis Garcia,Camara,Electronica,4,918.23,3672.92,Aereo,Pendiente
2101,2025-01-04,Colombia,Cali,Luis Lopez,Silla ergonomica,Muebles,3,1173.26,3519.78,Maritimo,Pendiente
2102,2024-08-02,Chile,Concepcion,Lucia Sanchez,Laptop,Electronica,2,432.88,865.76,Maritimo,Entregado
2103,2025-03-23,Ecuador,Guayaquil,Maria Perez,Tablet,Electronica,4,517.7,2070.8,Aereo,Pendiente
2104,2024-10-28,Uruguay,Montevideo,Juan Lopez,Celular,Electronica,1,913.43,913.43,Terrestre,Cancelado
2105,2024-07-19,Argentina,Cordoba,Juan Perez,Tablet,Electronica,4,1110.14,4440.56,Aereo,Cancelado
2106,2024-01-30,Bolivia,Cochabamba,Lucia Perez,Silla ergonomica,Muebles,2,110.59,221.18,Terrestre,En transito
2107,2024-06-20,Brasil,Brasilia,Maria Martinez,Auriculares,Accesorios,1,817.79,817.79,Terrestre,Entregado
2108,2024-02-03,Ecuador,Quito,Juan Sanchez,Tablet,Electronica,4,309.8,1239.2,Terrestre,En transito
2109,2024-07-02,Argentina,Rosario,Laura Sanchez,Celular,Electronica,5,568.8,2844,Aereo,Entregado
2110,2024-04-22,Peru,Arequipa,Laura Sanchez,Escritorio,Muebles,2,714.71,1429.42,Terrestre,Cancelado
2111,2024-07-03,Argentina,Buenos Aires,Ana Perez,Impresora,Oficina,1,170.3,170.3,Maritimo,Pendiente
2112,2024-07-10,Venezuela,Maracaibo,Ana Sanchez,Celular,Electronica,2,1046.17,2092.34,Aereo,En transito
2113,2024-10-04,Uruguay,Salto,Lucia Lopez,Teclado,Accesorios,1,30.8,30.8,Maritimo,En transito
2114,2024-10-16,Uruguay,Paysandu,Carlos Lopez,Tablet,Electronica,2,835.45,1670.9,Terrestre,Cancelado
2115,2024-10-15,Colombia,Cali,Carlos Perez,Silla ergonomica,Muebles,5,264.36,1321.8,Maritimo,Pendiente
2116,2024-04-24,Uruguay,Salto,Ana Sanchez,Impresora,Oficina,5,612.91,3064.55,Aereo,Cancelado
2117,2025-02-18,Brasil,Rio de Janeiro,Laura Martinez,Camara,Electronica,4,1123.71,4494.84,Maritimo,Entregado
2118,2025-01-19,Peru,Arequipa,Maria Martinez,Escritorio,Muebles,4,859.42,3437.68,Aereo,Entregado
2119,2025-03-22,Venezuela,Maracaibo,Luis Rodriguez,Auriculares,Accesorios,2,510.84,1021.68,Maritimo,Pendiente
2120,2024-05-09,Colombia,Cali,Pedro Lopez,Laptop,Electronica,4,399.59,1598.36,Maritimo,En transito
2121,2024-11-21,Chile,Valparaiso,Carlos Perez,Impresora,Oficina,3,412.16,1236.48,Maritimo,Cancelado
2122,2024-09-12,Chile,Concepcion,Pedro Perez,Impresora,Oficina,3,1095.08,3285.24,Maritimo,En transito
2123,2024-01-19,Brasil,Sao Paulo,Carlos Rodriguez,Auriculares,Accesorios,2,716.99,1433.98,Terrestre,En transito
2124,2025-01-24,Colombia,Bogota,Maria Perez,Monitor,Electronica,2,915.92,1831.84,Maritimo,Entregado
2125,2024-08-22,Uruguay,Montevideo,Lucia Sanchez,Monitor,Electronica,3,644.07,1932.21,Terrestre,Entregado
2126,2024-02-05,Brasil,Brasilia,Luis Rodriguez,Camara,Electronica,1,751.96,751.96,Aereo,En transito
2127,2025-02-28,Paraguay,Ciudad del Este,Luis Rodriguez,Impresora,Oficina,5,429.67,2148.35,Aereo,Pendiente
2128,2024-03-24,Argentina,Rosario,Juan Rodriguez,Tablet,Electronica,1,851.67,851.67,Maritimo,Entregado
2129,2024-05-30,Chile,Concepcion,Laura Sanchez,Teclado,Accesorios,3,534.48,1603.44,Aereo,En transito
2130,2024-12-28,Chile,Valparaiso,Laura Rodriguez,Tablet,Electronica,2,819.91,1639.82,Aereo,Cancelado
2131,2025-01-14,Venezuela,Caracas,Juan Perez,Celular,Electronica,1,263.79,263.79,Terrestre,Cancelado
2132,2024-04-28,Chile,Concepcion,Ana Sanchez,Auriculares,Accesorios,5,704.43,3522.15,Maritimo,Pendiente
2133,2024-10-09,Brasil,Brasilia,Luis Perez,Tablet,Electronica,3,22.31,66.93,Terrestre,Cancelado
2134,2024-06-27,Chile,Santiago,Maria Martinez,Tablet,Electronica,3,497.51,1492.53,Terrestre,Cancelado
2135,2025-03-10,Brasil,Brasilia,Laura Martinez,Silla ergonomica,Muebles,5,736.96,3684.8,Maritimo,Cancelado
2136,2024-06-25,Bolivia,Santa Cruz,Juan Lopez,Impresora,Oficina,4,119.7,478.8,Maritimo,Pendiente
2137,2024-04-18,Venezuela,Maracaibo,Ana Lopez,Camara,Electronica,1,657.57,657.57,Terrestre,Pendiente
2138,2024-04-12,Ecuador,Guayaquil,Luis Rodriguez,Auriculares,Accesorios,1,437.68,437.68,Terrestre,Cancelado
2139,2024-10-19,Brasil,Brasilia,Carlos Garcia,Auriculares,Accesorios,4,68.17,272.68,Maritimo,Entregado
2140,2024-07-10,Bolivia,Cochabamba,Ana Garcia,Celular,Electronica,2,588.45,1176.9,Aereo,Entregado
2141,2024-04-14,Chile,Concepcion,Luis Garcia,Auriculares,Accesorios,2,336.57,673.14,Terrestre,Pendiente
2142,2024-11-25,Colombia,Bogota,Maria Garcia,Laptop,Electronica,2,1085.27,2170.54,Maritimo,Cancelado
2143,2025-01-15,Brasil,Rio de Janeiro,Ana Martinez,Silla ergonomica,Muebles,5,978.9,4894.5,Terrestre,Pendiente
2144,2024-08-12,Ecuador,Cuenca,Pedro Rodriguez,Camara,Electronica,3,1198.83,3596.49,Terrestre,Cancelado
2145,2024-09-10,Argentina,Cordoba,Ana Rodriguez,Impresora,Oficina,5,210.24,1051.2,Maritimo,Entregado
2146,2024-02-10,Chile,Concepcion,Pedro Garcia,Impresora,Oficina,4,638.79,2555.16,Terrestre,Pendiente
2147,2024-10-29,Ecuador,Quito,Ana Rodriguez,Teclado,Accesorios,4,310.45,1241.8,Maritimo,Entregado
2148,2024-04-07,Chile,Valparaiso,Lucia Rodriguez,Impresora,Oficina,5,164.54,822.7,Aereo,Entregado
2149,2024-03-23,Ecuador,Guayaquil,Pedro Rodriguez,Celular,Electronica,4,283.4,1133.6,Aereo,Entregado
2150,2024-02-04,Uruguay,Salto,Juan Sanchez,Celular,Electronica,2,846.4,1692.8,Terrestre,Cancelado
2151,2024-04-16,Ecuador,Guayaquil,Maria Martinez,Tablet,Electronica,3,217.82,653.46,Maritimo,En transito
2152,2024-01-07,Paraguay,Ciudad del Este,Carlos Perez,Impresora,Oficina,2,1060.81,2121.62,Aereo,Entregado
2153,2024-07-16,Peru,Cusco,Pedro Sanchez,Tablet,Electronica,4,536.92,2147.68,Aereo,Cancelado
2154,2024-06-14,Brasil,Rio de Janeiro,Carlos Perez,Tablet,Electronica,5,1019.9,5099.5,Terrestre,Entregado
2155,2024-08-07,Chile,Concepcion,Lucia Lopez,Silla ergonomica,Muebles,1,694.92,694.92,Maritimo,Cancelado
2156,2024-05-24,Argentina,Cordoba,Luis Martinez,Impresora,Oficina,4,270.48,1081.92,Terrestre,Cancelado
2157,2024-07-20,Peru,Cusco,Juan Rodriguez,Monitor,Electronica,5,300.74,1503.7,Aereo,Entregado
2158,2025-02-10,Ecuador,Cuenca,Maria Martinez,Silla ergonomica,Muebles,1,861.84,861.84,Aereo,Pendiente
2159,2024-04-22,Argentina,Rosario,Laura Sanchez,Tablet,Electronica,1,814.21,814.21,Aereo,Cancelado
2160,2024-02-21,Uruguay,Montevideo,Luis Lopez,Escritorio,Muebles,3,613.47,1840.41,Aereo,Entregado
2161,2025-01-23,Peru,Cusco,Ana Garcia,Tablet,Electronica,1,1008.3,1008.3,Maritimo,Cancelado
2162,2024-10-13,Argentina,Buenos Aires,Ana Martinez,Auriculares,Accesorios,4,558.8,2235.2,Maritimo,Pendiente
2163,2024-11-20,Ecuador,Guayaquil,Maria Lopez,Teclado,Accesorios,1,256.3,256.3,Terrestre,En transito
2164,2025-02-10,Peru,Lima,Maria Martinez,Tablet,Electronica,5,208.39,1041.95,Terrestre,Pendiente
2165,2025-02-04,Colombia,Cali,Luis Perez,Celular,Electronica,2,961.25,1922.5,Terrestre,En transito
2166,2024-08-16,Argentina,Rosario,Carlos Sanchez,Tablet,Electronica,3,379.73,1139.19,Maritimo,Entregado
2167,2024-12-15,Peru,Cusco,Luis Sanchez,Laptop,Electronica,2,797.93,1595.86,Aereo,Cancelado
2168,2024-07-01,Chile,Santiago,Laura Rodriguez,Celular,Electronica,2,982.24,1964.48,Terrestre,Cancelado
2169,2024-04-12,Ecuador,Guayaquil,Ana Garcia,Escritorio,Muebles,3,457.95,1373.85,Maritimo,Entregado
2170,2024-07-05,Chile,Concepcion,Maria Perez,Tablet,Electronica,1,895.35,895.35,Maritimo,En transito
2171,2024-04-09,Ecuador,Cuenca,Maria Perez,Tablet,Electronica,3,944.05,2832.15,Terrestre,Cancelado
2172,2024-08-30,Peru,Arequipa,Lucia Sanchez,Laptop,Electronica,2,1193.12,2386.24,Aereo,Entregado
2173,2024-11-05,Argentina,Rosario,Ana Garcia,Escritorio,Muebles,2,572.97,1145.94,Aereo,Entregado
2174,2024-09-19,Argentina,Cordoba,Laura Sanchez,Laptop,Electronica,4,1096.63,4386.52,Terrestre,Entregado
2175,2024-02-05,Paraguay,Encarnacion,Luis Martinez,Camara,Electronica,1,329.47,329.47,Terrestre,Entregado
2176,2024-12-13,Colombia,Bogota,Maria Rodriguez,Auriculares,Accesorios,4,698,2792,Aereo,En transito
2177,2025-03-10,Paraguay,Encarnacion,Ana Martinez,Laptop,Electronica,2,1102.13,2204.26,Maritimo,En transito
2178,2024-02-23,Uruguay,Montevideo,Pedro Perez,Laptop,Electronica,1,172.57,172.57,Aereo,Cancelado
2179,2024-03-04,Chile,Santiago,Laura Rodriguez,Escritorio,Muebles,1,1105.82,1105.82,Aereo,En transito
2180,2025-01-18,Bolivia,Cochabamba,Ana Martinez,Monitor,Electronica,1,517.91,517.91,Aereo,En transito
2181,2024-09-20,Colombia,Medellin,Carlos Rodriguez,Auriculares,Accesorios,4,868.37,3473.48,Maritimo,En transito
2182,2024-10-11,Peru,Arequipa,Juan Perez,Camara,Electronica,5,627.94,3139.7,Maritimo,Entregado
2183,2024-04-03,Ecuador,Guayaquil,Pedro Garcia,Laptop,Electronica,5,455.13,2275.65,Terrestre,Entregado
2184,2024-12-07,Brasil,Sao Paulo,Carlos Sanchez,Escritorio,Muebles,3,356.51,1069.53,Maritimo,Pendiente
2185,2024-11-14,Ecuador,Cuenca,Lucia Martinez,Silla ergonomica,Muebles,1,1008.91,1008.91,Terrestre,En transito
2186,2024-01-06,Venezuela,Caracas,Lucia Sanchez,Laptop,Electronica,2,217.07,434.14,Aereo,Cancelado
2187,2024-11-14,Chile,Concepcion,Juan Perez,Camara,Electronica,3,635.53,1906.59,Maritimo,En transito
2188,2024-03-02,Colombia,Medellin,Laura Martinez,Tablet,Electronica,1,1079.64,1079.64,Maritimo,Cancelado
2189,2024-04-11,Colombia,Bogota,Laura Martinez,Auriculares,Accesorios,5,58.28,291.4,Maritimo,Entregado
2190,2024-06-10,Paraguay,Ciudad del Este,Carlos Sanchez,Silla ergonomica,Muebles,3,563.06,1689.18,Terrestre,Pendiente
2191,2024-12-14,Uruguay,Montevideo,Laura Sanchez,Impresora,Oficina,3,159.18,477.54,Terrestre,En transito
2192,2024-05-14,Argentina,Rosario,Juan Garcia,Monitor,Electronica,1,802.74,802.74,Terrestre,Pendiente
2193,2024-12-22,Ecuador,Guayaquil,Lucia Lopez,Laptop,Electronica,4,812.6,3250.4,Maritimo,En transito
2194,2025-03-08,Peru,Arequipa,Luis Rodriguez,Silla ergonomica,Muebles,3,195.26,585.78,Terrestre,Pendiente
2195,2024-04-20,Ecuador,Cuenca,Ana Sanchez,Escritorio,Muebles,3,433.22,1299.66,Aereo,Pendiente
2196,2025-01-12,Colombia,Medellin,Maria Sanchez,Silla ergonomica,Muebles,3,224.49,673.47,Aereo,Cancelado
2197,2024-10-21,Paraguay,Ciudad del Este,Pedro Martinez,Monitor,Electronica,2,1117.28,2234.56,Aereo,Cancelado
2198,2024-01-22,Argentina,Buenos Aires,Laura Perez,Escritorio,Muebles,5,428.11,2140.55,Terrestre,Entregado
2199,2024-11-24,Brasil,Brasilia,Lucia Rodriguez,Laptop,Electronica,4,268.29,1073.16,Aereo,En transito
2200,2025-02-07,Colombia,Medellin,Juan Sanchez,Tablet,Electronica,1,1095.06,1095.06,Aereo,Pendiente
2201,2025-02-26,Brasil,Brasilia,Carlos Sanchez,Impresora,Oficina,5,939.46,4697.3,Aereo,Entregado
2202,2024-02-26,Argentina,Buenos Aires,Pedro Martinez,Escritorio,Muebles,4,433.27,1733.08,Terrestre,Pendiente
2203,2024-03-24,Paraguay,Ciudad del Este,Ana Martinez,Monitor,Electronica,4,317.19,1268.76,Aereo,En transito
2204,2024-02-01,Bolivia,Santa Cruz,Carlos Martinez,Escritorio,Muebles,2,134.12,268.24,Terrestre,Cancelado
2205,2025-01-09,Chile,Santiago,Luis Lopez,Celular,Electronica,5,1051.74,5258.7,Terrestre,En transito
2206,2024-08-25,Ecuador,Cuenca,Ana Sanchez,Tablet,Electronica,4,244.93,979.72,Terrestre,Pendiente
2207,2024-07-16,Brasil,Brasilia,Luis Rodriguez,Laptop,Electronica,3,374.64,1123.92,Terrestre,Entregado
2208,2024-05-04,Paraguay,Encarnacion,Pedro Lopez,Celular,Electronica,3,380.96,1142.88,Terrestre,Entregado
2209,2025-02-27,Chile,Concepcion,Luis Garcia,Monitor,Electronica,3,865.54,2596.62,Maritimo,Cancelado
2210,2024-10-18,Ecuador,Guayaquil,Lucia Rodriguez,Laptop,Electronica,2,39.83,79.66,Aereo,Pendiente
2211,2024-05-21,Brasil,Brasilia,Pedro Sanchez,Escritorio,Muebles,4,1048.6,4194.4,Maritimo,En transito
2212,2024-08-05,Colombia,Bogota,Lucia Sanchez,Silla ergonomica,Muebles,1,1184.25,1184.25,Terrestre,Entregado
2213,2024-02-06,Uruguay,Paysandu,Laura Sanchez,Laptop,Electronica,2,403.14,806.28,Aereo,En transito
2214,2024-11-09,Bolivia,La Paz,Lucia Rodriguez,Teclado,Accesorios,3,441.06,1323.18,Maritimo,En transito
2215,2024-03-21,Peru,Arequipa,Lucia Perez,Laptop,Electronica,4,1064.65,4258.6,Maritimo,Pendiente
2216,2024-05-30,Colombia,Bogota,Carlos Perez,Celular,Electronica,4,382.57,1530.28,Aereo,Entregado
2217,2024-03-24,Bolivia,Cochabamba,Pedro Sanchez,Teclado,Accesorios,3,290.44,871.32,Terrestre,Entregado
2218,2025-02-15,Chile,Valparaiso,Lucia Garcia,Laptop,Electronica,2,522.05,1044.1,Maritimo,Entregado
2219,2024-08-04,Paraguay,Asuncion,Laura Sanchez,Impresora,Oficina,1,144.7,144.7,Aereo,Cancelado
2220,2024-03-22,Chile,Valparaiso,Carlos Lopez,Monitor,Electronica,5,1056.28,5281.4,Aereo,Entregado
2221,2024-06-08,Brasil,Brasilia,Laura Martinez,Celular,Electronica,3,609.62,1828.86,Aereo,Pendiente
2222,2024-09-14,Chile,Santiago,Maria Perez,Escritorio,Muebles,1,122.64,122.64,Terrestre,En transito
2223,2024-04-03,Brasil,Rio de Janeiro,Lucia Garcia,Celular,Electronica,1,631.28,631.28,Terrestre,En transito
2224,2024-06-09,Paraguay,Ciudad del Este,Laura Garcia,Teclado,Accesorios,5,180,900,Aereo,Pendiente
2225,2024-06-11,Uruguay,Salto,Maria Sanchez,Tablet,Electronica,4,214.23,856.92,Aereo,Cancelado
2226,2024-03-05,Uruguay,Montevideo,Pedro Garcia,Camara,Electronica,1,1152.94,1152.94,Terrestre,En transito
2227,2025-03-12,Uruguay,Montevideo,Pedro Sanchez,Teclado,Accesorios,5,484.75,2423.75,Terrestre,Pendiente
2228,2024-06-13,Ecuador,Cuenca,Laura Sanchez,Silla ergonomica,Muebles,3,507.32,1521.96,Maritimo,En transito
2229,2024-02-20,Ecuador,Cuenca,Juan Perez,Impresora,Oficina,2,723.71,1447.42,Terrestre,Cancelado
2230,2025-03-02,Uruguay,Salto,Juan Perez,Celular,Electronica,1,760.08,760.08,Maritimo,Entregado
2231,2024-10-16,Ecuador,Cuenca,Ana Lopez,Teclado,Accesorios,2,84.78,169.56,Aereo,En transito
2232,2024-11-07,Colombia,Bogota,Lucia Lopez,Impresora,Oficina,2,461.11,922.22,Terrestre,Pendiente
2233,2024-01-11,Paraguay,Ciudad del Este,Luis Martinez,Laptop,Electronica,1,648.96,648.96,Aereo,En transito
2234,2024-12-23,Chile,Valparaiso,Carlos Rodriguez,Silla ergonomica,Muebles,4,116.64,466.56,Maritimo,Entregado
2235,2024-08-13,Bolivia,Santa Cruz,Pedro Martinez,Camara,Electronica,3,657.09,1971.27,Maritimo,Cancelado
2236,2024-07-19,Venezuela,Caracas,Luis Lopez,Impresora,Oficina,3,1179.7,3539.1,Terrestre,En transito
2237,2024-12-06,Ecuador,Cuenca,Pedro Perez,Silla ergonomica,Muebles,4,303.4,1213.6,Terrestre,Entregado
2238,2024-04-20,Chile,Valparaiso,Luis Rodriguez,Celular,Electronica,4,166.54,666.16,Maritimo,En transito
2239,2024-03-05,Venezuela,Caracas,Juan Martinez,Tablet,Electronica,3,457.59,1372.77,Terrestre,En transito
2240,2024-10-12,Ecuador,Guayaquil,Lucia Garcia,Celular,Electronica,4,597.09,2388.36,Maritimo,Entregado
2241,2024-10-08,Ecuador,Quito,Juan Lopez,Celular,Electronica,4,219.56,878.24,Terrestre,En transito
2242,2024-11-05,Colombia,Medellin,Ana Lopez,Escritorio,Muebles,4,873.24,3492.96,Maritimo,Entregado
2243,2024-02-09,Paraguay,Encarnacion,Luis Martinez,Camara,Electronica,3,977,2931,Maritimo,Entregado
2244,2024-08-30,Venezuela,Maracaibo,Carlos Rodriguez,Auriculares,Accesorios,2,1023.09,2046.18,Maritimo,Pendiente
2245,2025-02-12,Bolivia,Cochabamba,Luis Perez,Auriculares,Accesorios,1,415.47,415.47,Maritimo,Pendiente
2246,2024-10-02,Brasil,Brasilia,Juan Sanchez,Laptop,Electronica,4,838.5,3354,Aereo,Cancelado
2247,2024-12-17,Brasil,Brasilia,Luis Sanchez,Monitor,Electronica,4,27.59,110.36,Maritimo,Cancelado
2248,2024-07-23,Uruguay,Montevideo,Laura Martinez,Tablet,Electronica,1,306.06,306.06,Aereo,Entregado
2249,2024-11-10,Peru,Arequipa,Luis Lopez,Monitor,Electronica,3,1169.75,3509.25,Aereo,Pendiente
2250,2024-11-18,Venezuela,Valencia,Ana Martinez,Escritorio,Muebles,3,529.18,1587.54,Maritimo,Entregado
